,City,County,Distance,Latitude,Longitude,State,Zip_Code
0,WEST JORDAN,SALT LAKE,2.08,40.595294,-111.962263,UT,84088
1,WEST JORDAN,SALT LAKE,2.16,40.599394,-112.041675,UT,84081
2,WEST JORDAN,SALT LAKE,2.4,40.625061,-111.966272,UT,84084
3,SOUTH JORDAN,SALT LAKE,3.12,40.55938,-111.982416,UT,84095
4,SALT LAKE CITY,SALT LAKE,3.22,40.640188,-112.036911,UT,84129
5,SOUTH JORDAN,SALT LAKE,3.36,40.555448,-112.018011,UT,84009
6,SALT LAKE CITY,SALT LAKE,3.57,40.652906,-112.015358,UT,84118
7,SALT LAKE CITY,SALT LAKE,5.76,40.658749,-111.919971,UT,84123
8,SANDY,SALT LAKE,5.83,40.576888,-111.895178,UT,84070
9,MIDVALE,SALT LAKE,6.14,40.61283,-111.884763,UT,84047
10,SANDY,SALT LAKE,6.36,40.5879,-111.8814,UT,84091
11,SANDY,SALT LAKE,6.4,40.5885,-111.8805,UT,84090
12,WEST VALLEY CITY,SALT LAKE,6.51,40.696749,-112.000932,UT,84120
13,WEST VALLEY CITY,SALT LAKE,6.89,40.696701,-112.043996,UT,84128
14,SALT LAKE CITY,SALT LAKE,7.16,40.656624,-111.884704,UT,84107
15,WEST VALLEY CITY,SALT LAKE,7.26,40.697198,-111.940701,UT,84119
16,SALT LAKE CITY,SALT LAKE,7.42,40.6666,-111.8875,UT,84157
17,SANDY,SALT LAKE,7.63,40.569222,-111.86246,UT,84094
18,HERRIMAN,SALT LAKE,8.24,40.489182,-112.050722,UT,84096
19,MAGNA,SALT LAKE,8.37,40.702898,-112.090014,UT,84044
20,BINGHAM CANYON,SALT LAKE,8.59,40.521326,-112.124604,UT,84006
21,RIVERTON,SALT LAKE,8.75,40.477432,-111.972526,UT,84065
22,SANDY,SALT LAKE,9.19,40.596974,-111.826214,UT,84093
23,SALT LAKE CITY,SALT LAKE,9.57,40.714178,-111.893089,UT,84115
24,SALT LAKE CITY,SALT LAKE,9.66,40.660678,-111.833806,UT,84117
25,DRAPER,SALT LAKE,10.21,40.492959,-111.87034,UT,84020
26,SALT LAKE CITY,SALT LAKE,10.31,40.749546,-111.96657,UT,84104
27,SALT LAKE CITY,SALT LAKE,10.5,40.706464,-111.855032,UT,84106
28,SANDY,SALT LAKE,10.84,40.561975,-111.80173,UT,84092
29,SALT LAKE CITY,SALT LAKE,11.86,40.756587,-111.901214,UT,84101
30,SALT LAKE CITY,SALT LAKE,11.99,40.73869,-111.859231,UT,84105
31,SALT LAKE CITY,SALT LAKE,12.25,40.756098,-111.8839,UT,84111
32,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84150
33,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84125
34,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84131
35,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84122
36,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84145
37,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84158
38,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84184
39,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84165
40,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84170
41,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84199
42,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84130
43,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84110
44,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84127
45,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84139
46,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84147
47,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84151
48,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84134
49,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84143
50,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84126
51,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84141
52,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84190
53,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84148
54,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84132
55,SALT LAKE CITY,SALT LAKE,12.36,40.7606,-111.8903,UT,84171
56,SALT LAKE CITY,SALT LAKE,12.71,40.770145,-111.90072,UT,84180
57,SALT LAKE CITY,SALT LAKE,12.96,40.7689,-111.8867,UT,84138
58,SALT LAKE CITY,SALT LAKE,13.06,40.75958,-111.8624,UT,84102
59,SALT LAKE CITY,SALT LAKE,13.57,40.7695,-111.8647,UT,84133
60,SALT LAKE CITY,SALT LAKE,13.59,40.7789,-111.8858,UT,84114
61,SALT LAKE CITY,SALT LAKE,13.96,40.80237,-111.960214,UT,84116
62,SALT LAKE CITY,SALT LAKE,14.03,40.765863,-111.842092,UT,84112
63,SALT LAKE CITY,SALT LAKE,14.46,40.786378,-111.868935,UT,84103
64,SALT LAKE CITY,SALT LAKE,14.75,40.770109,-111.826697,UT,84113
65,MURRIETA,RIVERSIDE,1.82,33.5539,-117.2132,CA,92564
66,MURRIETA,RIVERSIDE,3.01,33.586008,-117.140955,CA,92563
67,MURRIETA,RIVERSIDE,4.96,33.542828,-117.26895,CA,92562
68,WILDOMAR,RIVERSIDE,5.26,33.62168,-117.259824,CA,92595
69,MENIFEE,RIVERSIDE,5.89,33.657528,-117.189107,CA,92584
70,TEMECULA,RIVERSIDE,5.93,33.4939,-117.1475,CA,92589
71,TEMECULA,RIVERSIDE,5.93,33.4939,-117.1475,CA,92593
72,TEMECULA,RIVERSIDE,5.94,33.527942,-117.101918,CA,92591
73,TEMECULA,RIVERSIDE,6.54,33.484384,-117.233784,CA,92590
74,WINCHESTER,RIVERSIDE,8.13,33.634437,-117.070616,CA,92596
75,MENIFEE,RIVERSIDE,9.33,33.707286,-117.199405,CA,92586
76,MENIFEE,RIVERSIDE,9.5,33.699462,-117.253596,CA,92587
77,LAKE ELSINORE,RIVERSIDE,10.58,33.6724,-117.3294,CA,92531
78,TEMECULA,RIVERSIDE,10.72,33.540993,-117.008339,CA,92592
79,MENIFEE,RIVERSIDE,11.51,33.738922,-117.182112,CA,92585
80,LAKE ELSINORE,RIVERSIDE,11.71,33.707772,-117.31279,CA,92532
81,LAKE ELSINORE,RIVERSIDE,12.41,33.623306,-117.396752,CA,92530
82,HEMET,RIVERSIDE,13.03,33.727637,-117.061934,CA,92545
83,FALLBROOK,SAN DIEGO,13.7,33.394303,-117.296416,CA,92028
84,HOMELAND,RIVERSIDE,13.9,33.760223,-117.103682,CA,92548
85,FALLBROOK,SAN DIEGO,13.91,33.3767,-117.2505,CA,92088
86,PERRIS,RIVERSIDE,14.66,33.7825,-117.2275,CA,92572
87,PERRIS,RIVERSIDE,14.66,33.7825,-117.2275,CA,92599
88,PALM BAY,BREVARD,2.8,28.020872,-80.685406,FL,32907
89,PALM BAY,BREVARD,4.16,27.954586,-80.720911,FL,32908
90,PALM BAY,BREVARD,4.77,28.03788,-80.611455,FL,32905
91,PALM BAY,BREVARD,5.16,27.910836,-80.657419,FL,32909
92,MALABAR,BREVARD,5.43,27.968581,-80.575869,FL,32950
93,PALM BAY,BREVARD,5.62,28.0343,-80.5888,FL,32911
94,MELBOURNE,BREVARD,5.62,28.0343,-80.5888,FL,32912
95,PALM BAY,BREVARD,5.62,28.0343,-80.5888,FL,32910
96,MELBOURNE,BREVARD,6.41,28.074742,-80.632606,FL,32901
97,PALM BAY,BREVARD,7.38,28.0786,-80.6026,FL,32906
98,MELBOURNE,BREVARD,7.38,28.0786,-80.6026,FL,32902
99,MELBOURNE,BREVARD,7.38,28.0786,-80.6026,FL,32919
100,MELBOURNE,BREVARD,7.38,28.0786,-80.6026,FL,32941
101,GRANT,BREVARD,8.47,27.909042,-80.554082,FL,32949
102,MELBOURNE,BREVARD,8.53,28.079396,-80.753872,FL,32904
103,MELBOURNE BEACH,BREVARD,9.43,27.967052,-80.509795,FL,32951
104,INDIALANTIC,BREVARD,9.79,28.107708,-80.580642,FL,32903
105,MELBOURNE,BREVARD,10.06,28.1289,-80.6306,FL,32936
106,SEBASTIAN,BREVARD,10.46,27.86617,-80.556826,FL,32976
107,MELBOURNE,BREVARD,11.34,28.149498,-80.644461,FL,32935
108,MELBOURNE,BREVARD,12.64,28.16412,-80.710678,FL,32934
109,SATELLITE BEACH,BREVARD,13.54,28.174155,-80.5998,FL,32937
110,ROSELAND,INDIAN RIVER,14.61,27.8359,-80.4933,FL,32957
111,EL MONTE,LOS ANGELES,0.41,34.0689,-118.0268,CA,91735
112,EL MONTE,LOS ANGELES,0.41,34.0689,-118.0268,CA,91734
113,EL MONTE,LOS ANGELES,0.9,34.070864,-118.014048,CA,91732
114,EL MONTE,LOS ANGELES,1.0,34.07994,-118.045357,CA,91731
115,TEMPLE CITY,LOS ANGELES,2.33,34.103091,-118.050886,CA,91780
116,SOUTH EL MONTE,LOS ANGELES,2.44,34.044795,-118.052018,CA,91733
117,ROSEMEAD,LOS ANGELES,2.47,34.0806,-118.0716,CA,91771
118,ROSEMEAD,LOS ANGELES,2.47,34.0806,-118.0716,CA,91772
119,LA PUENTE,LOS ANGELES,2.9,34.043272,-117.995326,CA,91746
120,ROSEMEAD,LOS ANGELES,3.14,34.062548,-118.081984,CA,91770
121,ARCADIA,LOS ANGELES,3.67,34.125076,-118.049534,CA,91007
122,SAN GABRIEL,LOS ANGELES,3.8,34.087362,-118.093492,CA,91776
123,BALDWIN PARK,LOS ANGELES,3.89,34.096564,-117.966695,CA,91706
124,ARCADIA,LOS ANGELES,4.12,34.134384,-118.032442,CA,91006
125,ARCADIA,LOS ANGELES,4.5,34.1398,-118.0346,CA,91077
126,ARCADIA,LOS ANGELES,4.5,34.1398,-118.0346,CA,91066
127,SAN GABRIEL,LOS ANGELES,4.61,34.0962,-118.1052,CA,91778
128,SAN GABRIEL,LOS ANGELES,4.64,34.116316,-118.092668,CA,91775
129,WHITTIER,LOS ANGELES,4.92,34.00327,-118.026117,CA,90601
130,MONTEREY PARK,LOS ANGELES,5.0,34.051592,-118.111739,CA,91755
131,WEST COVINA,LOS ANGELES,5.01,34.070095,-117.941934,CA,91790
132,WEST COVINA,LOS ANGELES,5.22,34.0689,-117.9383,CA,91793
133,MONROVIA,LOS ANGELES,5.37,34.1482,-117.9983,CA,91017
134,MONTEREY PARK,LOS ANGELES,5.37,34.0625,-118.1216,CA,91756
135,DUARTE,LOS ANGELES,5.41,34.1397,-117.9765,CA,91009
136,CITY OF INDUSTRY,LOS ANGELES,5.49,34.0914,-118.1226,CA,91716
137,HACIENDA HEIGHTS,LOS ANGELES,5.66,34.001808,-117.983356,CA,91745
138,CITY OF INDUSTRY,LOS ANGELES,5.7,34.0945,-118.1256,CA,91715
139,CITY OF INDUSTRY,LOS ANGELES,5.7,34.0945,-118.1256,CA,91714
140,ALHAMBRA,LOS ANGELES,5.76,34.0954,-118.1263,CA,91802
141,ALHAMBRA,LOS ANGELES,5.76,34.0954,-118.1263,CA,91896
142,ALHAMBRA,LOS ANGELES,5.76,34.0954,-118.1263,CA,91899
143,SAN MARINO,LOS ANGELES,5.88,34.121189,-118.115064,CA,91108
144,LA PUENTE,LOS ANGELES,5.94,34.0203,-117.9487,CA,91747
145,LA PUENTE,LOS ANGELES,5.94,34.0203,-117.9487,CA,91749
146,ALHAMBRA,LOS ANGELES,6.03,34.0865,-118.1333,CA,91804
147,ALHAMBRA,LOS ANGELES,6.15,34.090526,-118.134604,CA,91801
148,SIERRA MADRE,LOS ANGELES,6.15,34.1618,-118.0518,CA,91025
149,DUARTE,LOS ANGELES,6.19,34.141507,-117.957065,CA,91010
150,MONROVIA,LOS ANGELES,6.29,34.153509,-117.974083,CA,91016
151,LA PUENTE,LOS ANGELES,6.35,34.028794,-117.932986,CA,91744
152,MONTEBELLO,LOS ANGELES,6.43,34.007912,-118.107451,CA,90640
153,DUARTE,LOS ANGELES,6.5,34.154308,-117.968588,CA,91008
154,SIERRA MADRE,LOS ANGELES,6.56,34.168557,-118.047054,CA,91024
155,WHITTIER,LOS ANGELES,6.58,33.9792,-118.0317,CA,90609
156,WHITTIER,LOS ANGELES,6.58,33.9792,-118.0317,CA,90607
157,WHITTIER,LOS ANGELES,6.58,33.9792,-118.0317,CA,90608
158,ALHAMBRA,LOS ANGELES,6.59,34.075573,-118.143977,CA,91803
159,WHITTIER,LOS ANGELES,6.73,33.981524,-118.064385,CA,90606
160,PICO RIVERA,LOS ANGELES,6.89,33.986641,-118.086329,CA,90660
161,PASADENA,LOS ANGELES,6.95,34.162012,-118.08942,CA,91107
162,MONTEREY PARK,LOS ANGELES,6.97,34.052575,-118.147786,CA,91754
163,COVINA,LOS ANGELES,7.15,34.096626,-117.907348,CA,91722
164,PASADENA,LOS ANGELES,7.22,34.13791,-118.12945,CA,91106
165,WHITTIER,LOS ANGELES,7.32,33.968424,-118.030328,CA,90602
166,PICO RIVERA,LOS ANGELES,7.37,33.9833,-118.0958,CA,90661
167,PICO RIVERA,LOS ANGELES,7.37,33.9833,-118.0958,CA,90662
168,SOUTH PASADENA,LOS ANGELES,7.49,34.1162,-118.1497,CA,91031
169,LOS ANGELES,LOS ANGELES,7.67,34.029386,-118.151264,CA,90022
170,WHITTIER,LOS ANGELES,7.68,33.9685,-118.0698,CA,90610
171,SOUTH PASADENA,LOS ANGELES,7.77,34.113024,-118.156517,CA,91030
172,PASADENA,LOS ANGELES,7.99,34.146829,-118.138157,CA,91101
173,AZUSA,LOS ANGELES,8.0,34.138099,-117.912193,CA,91702
174,COVINA,LOS ANGELES,8.12,34.084665,-117.887962,CA,91723
175,WEST COVINA,LOS ANGELES,8.18,34.062023,-117.887351,CA,91791
176,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91115
177,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91124
178,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91185
179,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91109
180,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91184
181,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91129
182,SAN MARINO,LOS ANGELES,8.28,34.1478,-118.1436,CA,91118
183,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91188
184,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91102
185,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91117
186,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91126
187,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91189
188,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91114
189,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91116
190,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91182
191,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91125
192,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91121
193,PASADENA,LOS ANGELES,8.28,34.1478,-118.1436,CA,91110
194,WEST COVINA,LOS ANGELES,8.31,34.024611,-117.897285,CA,91792
195,PASADENA,LOS ANGELES,8.39,34.17,-118.12,CA,91199
196,PASADENA,LOS ANGELES,8.45,34.169747,-118.122206,CA,91104
197,LOS ANGELES,LOS ANGELES,8.52,34.082594,-118.177274,CA,90032
198,PASADENA,LOS ANGELES,8.76,34.142701,-118.158077,CA,91123
199,LOS ANGELES,LOS ANGELES,8.79,34.0002,-118.1535,CA,90091
200,WHITTIER,LOS ANGELES,8.83,33.946964,-118.015338,CA,90605
201,LOS ANGELES,LOS ANGELES,8.99,33.994062,-118.152349,CA,90040
202,WHITTIER,LOS ANGELES,9.0,33.947128,-117.994778,CA,90603
203,PASADENA,LOS ANGELES,9.31,34.144298,-118.168104,CA,91105
204,LOS ANGELES,LOS ANGELES,9.33,34.043832,-118.187484,CA,90063
205,SANTA FE SPRINGS,LOS ANGELES,9.34,33.9472,-118.0846,CA,90671
206,DOWNEY,LOS ANGELES,9.67,33.955889,-118.118868,CA,90240
207,LOS ANGELES,LOS ANGELES,9.69,34.113302,-118.191494,CA,90042
208,ROWLAND HEIGHTS,LOS ANGELES,9.74,33.979848,-117.903167,CA,91748
209,ALTADENA,LOS ANGELES,9.83,34.1897,-118.1303,CA,91003
210,WHITTIER,LOS ANGELES,9.85,33.932711,-118.009049,CA,90604
211,WALNUT,LOS ANGELES,10.15,34.0203,-117.8647,CA,91788
212,COVINA,LOS ANGELES,10.21,34.079253,-117.85112,CA,91724
213,LA HABRA,ORANGE,10.23,33.939338,-117.955881,CA,90631
214,PASADENA,LOS ANGELES,10.29,34.167659,-118.169566,CA,91103
215,BELL,LOS ANGELES,10.3,33.9656,-118.1519,CA,90202
216,LOS ANGELES,LOS ANGELES,10.34,34.0765,-118.2093,CA,90096
217,ALTADENA,LOS ANGELES,10.37,34.196307,-118.135582,CA,91001
218,BELL GARDENS,LOS ANGELES,10.45,33.976168,-118.167642,CA,90201
219,SANTA FE SPRINGS,LOS ANGELES,10.56,33.923248,-118.057571,CA,90670
220,LOS ANGELES,LOS ANGELES,10.58,34.017238,-118.200211,CA,90023
221,LOS ANGELES,LOS ANGELES,10.59,34.049662,-118.211313,CA,90033
222,MOUNT WILSON,LOS ANGELES,10.69,34.2267,-118.0655,CA,91023
223,LOS ANGELES,LOS ANGELES,10.85,34.07913,-118.218128,CA,90031
224,MAYWOOD,LOS ANGELES,10.85,33.988426,-118.187323,CA,90270
225,DOWNEY,LOS ANGELES,10.87,33.938979,-118.125611,CA,90241
226,GLENDORA,LOS ANGELES,10.88,34.117342,-117.846498,CA,91740
227,LA MIRADA,LOS ANGELES,10.9,33.9172,-118.0114,CA,90637
228,LOS ANGELES,LOS ANGELES,10.9,34.1341,-118.205333,CA,90041
229,WALNUT,LOS ANGELES,10.91,34.013021,-117.853936,CA,91789
230,LA HABRA,ORANGE,10.94,33.9319,-117.9455,CA,90632
231,LA HABRA,ORANGE,10.94,33.9319,-117.9455,CA,90633
232,DOWNEY,LOS ANGELES,10.99,33.94,-118.1319,CA,90239
233,LA CANADA FLINTRIDGE,LOS ANGELES,11.39,34.229774,-118.097232,CA,91011
234,LA MIRADA,LOS ANGELES,11.59,33.906793,-118.015356,CA,90639
235,LOS ANGELES,LOS ANGELES,11.66,34.001856,-118.212618,CA,90058
236,LOS ANGELES,LOS ANGELES,11.72,34.111484,-118.228648,CA,90065
237,NORWALK,LOS ANGELES,11.84,33.90725,-118.075758,CA,90650
238,LA MIRADA,LOS ANGELES,12.04,33.900831,-118.007176,CA,90638
239,GLENDORA,LOS ANGELES,12.11,34.154509,-117.84093,CA,91741
240,LOS ANGELES,LOS ANGELES,12.14,34.065549,-118.24054,CA,90012
241,DOWNEY,LOS ANGELES,12.2,33.923122,-118.139078,CA,90242
242,NORWALK,LOS ANGELES,12.23,33.9024,-118.0806,CA,90652
243,NORWALK,LOS ANGELES,12.23,33.9024,-118.0806,CA,90651
244,LOS ANGELES,LOS ANGELES,12.23,34.0529,-118.2407,CA,90079
245,LOS ANGELES,LOS ANGELES,12.34,34.0522,-118.2425,CA,90009
246,LOS ANGELES,LOS ANGELES,12.35,34.045639,-118.241644,CA,90013
247,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90030
248,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90053
249,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90050
250,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90088
251,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90081
252,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90072
253,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90078
254,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90055
255,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90087
256,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90075
257,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90051
258,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90052
259,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90080
260,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90074
261,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90054
262,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90083
263,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90060
264,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90093
265,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90086
266,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90076
267,LOS ANGELES,LOS ANGELES,12.36,34.0522,-118.2429,CA,90082
268,DODGERTOWN,LOS ANGELES,12.4,34.072662,-118.245296,CA,90090
269,HUNTINGTON PARK,LOS ANGELES,12.5,33.977482,-118.212979,CA,90255
270,LOS ANGELES,LOS ANGELES,12.51,34.029837,-118.240344,CA,90021
271,LOS ANGELES,LOS ANGELES,12.58,34.0583,-118.2476,CA,90189
272,GLENDALE,LOS ANGELES,12.58,34.166494,-118.218728,CA,91206
273,LOS ANGELES,LOS ANGELES,12.65,34.0597,-118.2489,CA,90099
274,SAN DIMAS,LOS ANGELES,12.71,34.115422,-117.812964,CA,91773
275,GLENDALE,LOS ANGELES,12.86,34.134615,-118.24156,CA,91205
276,LOS ANGELES,LOS ANGELES,12.99,34.043027,-118.252267,CA,90014
277,LOS ANGELES,LOS ANGELES,13.06,34.052456,-118.255309,CA,90071
278,BREA,ORANGE,13.1,33.92701,-117.885398,CA,92821
279,BREA,ORANGE,13.11,33.9235,-117.8904,CA,92822
280,SOUTH GATE,LOS ANGELES,13.18,33.938527,-118.190404,CA,90280
281,DIAMOND BAR,LOS ANGELES,13.3,33.994491,-117.818308,CA,91765
282,LOS ANGELES,LOS ANGELES,13.34,34.12059,-118.255117,CA,90039
283,LOS ANGELES,LOS ANGELES,13.38,34.076068,-118.262339,CA,90026
284,LA CANADA FLINTRIDGE,LOS ANGELES,13.52,34.2086,-118.2014,CA,91012
285,POMONA,LOS ANGELES,13.61,34.063498,-117.792198,CA,91768
286,LOS ANGELES,LOS ANGELES,13.61,34.05285,-118.264858,CA,90017
287,GLENDALE,LOS ANGELES,13.74,34.1427,-118.2544,CA,91221
288,GLENDALE,LOS ANGELES,13.74,34.1427,-118.2544,CA,91209
289,GLENDALE,LOS ANGELES,13.74,34.1427,-118.2544,CA,91225
290,GLENDALE,LOS ANGELES,13.74,34.1427,-118.2544,CA,91226
291,LA CRESCENTA,LOS ANGELES,13.74,34.1427,-118.2544,CA,91224
292,GLENDALE,LOS ANGELES,13.74,34.1427,-118.2544,CA,91222
293,FULLERTON,ORANGE,13.79,33.902868,-117.905932,CA,92835
294,BUENA PARK,ORANGE,13.85,33.875896,-117.993701,CA,90621
295,LOS ANGELES,LOS ANGELES,13.85,34.040499,-118.267022,CA,90015
296,FULLERTON,ORANGE,13.88,33.880916,-117.963038,CA,92833
297,GLENDALE,LOS ANGELES,13.91,34.1445,-118.2567,CA,91210
298,LOS ANGELES,LOS ANGELES,13.91,34.009842,-118.258642,CA,90011
299,GLENDALE,LOS ANGELES,13.93,34.132834,-118.261674,CA,91204
300,LOS ANGELES,LOS ANGELES,14.01,34.0578,-118.2725,CA,90070
301,BELLFLOWER,LOS ANGELES,14.08,33.88804,-118.129019,CA,90706
302,BELLFLOWER,LOS ANGELES,14.19,33.8819,-118.1162,CA,90707
303,LOS ANGELES,LOS ANGELES,14.2,34.062349,-118.27615,CA,90057
304,LYNWOOD,LOS ANGELES,14.34,33.925311,-118.203077,CA,90262
305,LOS ANGELES,LOS ANGELES,14.36,33.973593,-118.247897,CA,90001
306,BUENA PARK,ORANGE,14.38,33.8677,-117.9974,CA,90622
307,BUENA PARK,ORANGE,14.38,33.8677,-117.9974,CA,90624
308,MONTROSE,LOS ANGELES,14.39,34.2067,-118.2236,CA,91021
309,PARAMOUNT,LOS ANGELES,14.4,33.899133,-118.165187,CA,90723
310,CERRITOS,LOS ANGELES,14.49,33.866957,-118.068644,CA,90703
311,GLENDALE,LOS ANGELES,14.59,34.152822,-118.265606,CA,91203
312,ARTESIA,LOS ANGELES,14.62,33.866827,-118.080138,CA,90701
313,ARTESIA,LOS ANGELES,14.73,33.8656,-118.0825,CA,90702
314,MONTROSE,LOS ANGELES,14.91,34.21193,-118.230135,CA,91020
315,LOS ANGELES,LOS ANGELES,14.93,34.02654,-118.282786,CA,90007
316,CARLSBAD,SAN DIEGO,1.41,33.108559,-117.298979,CA,92011
317,CARLSBAD,SAN DIEGO,2.19,33.155588,-117.279445,CA,92010
318,CARLSBAD,SAN DIEGO,2.23,33.0963,-117.2626,CA,92013
319,CARLSBAD,SAN DIEGO,2.56,33.15084,-117.31325,CA,92008
320,CARLSBAD,SAN DIEGO,2.97,33.09568,-117.244034,CA,92009
321,VISTA,SAN DIEGO,3.39,33.16305,-117.247481,CA,92081
322,CARLSBAD,SAN DIEGO,4.55,33.1584,-117.3497,CA,92018
323,ENCINITAS,SAN DIEGO,5.15,33.054512,-117.249765,CA,92024
324,OCEANSIDE,SAN DIEGO,5.31,33.20057,-117.291247,CA,92056
325,VISTA,SAN DIEGO,5.46,33.197069,-117.24667,CA,92083
326,VISTA,SAN DIEGO,5.77,33.2003,-117.2419,CA,92085
327,SAN MARCOS,SAN DIEGO,5.97,33.122626,-117.179868,CA,92078
328,ENCINITAS,SAN DIEGO,6.02,33.0368,-117.2914,CA,92023
329,OCEANSIDE,SAN DIEGO,6.73,33.194151,-117.363406,CA,92054
330,SAN MARCOS,SAN DIEGO,6.93,33.1434,-117.1656,CA,92079
331,SAN MARCOS,SAN DIEGO,7.22,33.129327,-117.158428,CA,92096
332,CARDIFF BY THE SEA NEW,SAN DIEGO,7.36,33.017881,-117.268154,CA,92007
333,VISTA,SAN DIEGO,7.41,33.210937,-117.207617,CA,92084
334,OCEANSIDE,SAN DIEGO,7.46,33.1959,-117.3789,CA,92051
335,OCEANSIDE,SAN DIEGO,7.46,33.1959,-117.3789,CA,92049
336,OCEANSIDE,SAN DIEGO,7.46,33.1959,-117.3789,CA,92052
337,RANCHO SANTA FE,SAN DIEGO,8.19,33.024532,-117.205239,CA,92091
338,SAN MARCOS,SAN DIEGO,8.42,33.187084,-117.158477,CA,92069
339,RANCHO SANTA FE,SAN DIEGO,8.49,33.024759,-117.196042,CA,92067
340,OCEANSIDE,SAN DIEGO,8.86,33.252431,-117.286027,CA,92057
341,ESCONDIDO,SAN DIEGO,8.87,33.085418,-117.136882,CA,92029
342,SOLANA BEACH,SAN DIEGO,9.2,32.992166,-117.257113,CA,92075
343,DEL MAR,SAN DIEGO,11.13,32.971824,-117.218229,CA,92014
344,ESCONDIDO,SAN DIEGO,11.44,33.1195,-117.0856,CA,92030
345,ESCONDIDO,SAN DIEGO,11.44,33.1195,-117.0856,CA,92033
346,ESCONDIDO,SAN DIEGO,11.44,33.1195,-117.0856,CA,92046
347,SAN DIEGO,SAN DIEGO,11.53,33.023167,-117.12418,CA,92127
348,OCEANSIDE,SAN DIEGO,11.93,33.28575,-117.35608,CA,92058
